Date,Starting_Capital_USD,Monthly_Return_Pct,Monthly_Return_USD,Running_Cost_USD,Net_Monthly_Return_USD,Ending_Capital_USD,Drawdown_Pct,Win_Rate_Pct,Total_Trades,Volatility_Index,Market_Event,Break_Even_Status,Risk_Tolerance_Hit
2021-01-01,19700218.33,-4.77,-939147.64,21065.58,-960213.22,18740005.11,4.87,42.8,56,57.4,Vaccine Rollout,Below Break-Even,No
2021-02-01,18740005.11,4.95,926816.44,21065.58,905750.86,19645755.97,0.28,57.4,53,47.4,Stimulus Checks,Above Break-Even,No
2021-03-01,19645755.97,-7.92,-1556727.08,21065.58,-1577792.66,18067963.32,8.29,38.1,61,67.5,Reopening Acceleration,Below Break-Even,Yes
2021-04-01,18067963.32,2.87,518079.54,21065.58,497013.96,18564977.28,5.76,54.3,21,66.6,Infrastructure Bill,Above Break-Even,No
2021-05-01,18564977.28,10.94,2030462.52,21065.58,2009396.94,20574374.21,0.00,66.4,81,77.1,Summer Travel,Above Break-Even,No
2021-06-01,20574374.21,3.51,722606.23,21065.58,701540.65,21275914.86,0.00,55.3,63,88.8,Supply Chain Recovery,Above Break-Even,No
2021-07-01,21275914.86,-15.92,-3387499.87,21065.58,-3408565.45,17867349.42,16.02,26.1,73,58.1,Delta Variant Impact,Below Break-Even,Yes
2021-08-01,17867349.42,0.37,65826.02,21065.58,44760.44,17912109.86,15.81,50.6,62,72.8,Back to Office,Above Break-Even,Yes
2021-09-01,17912109.86,2.58,462086.52,21065.58,441020.94,18353130.80,13.74,53.9,67,66.4,Fall Production,Above Break-Even,Yes
2021-10-01,18353130.80,4.71,864058.82,21065.58,842993.24,19196124.03,9.78,57.1,85,84.1,Holiday Inventory,Above Break-Even,Yes
2021-11-01,19196124.03,3.35,643049.53,21065.58,621983.95,19818107.99,6.85,55.0,17,26.0,Black Friday,Above Break-Even,No
2021-12-01,19818107.99,-4.24,-840655.29,21065.58,-861720.87,18956387.12,10.90,43.6,45,74.2,Year-End Rally,Below Break-Even,Yes
